max_vibr,max_f1,max_f2,max_f3,max_dist,min_vibr,min_dist,mean_vibr,mean_dist,std_vibr,std_dist,labels
774.0,235.0,631.0,621.0,84.0,0.0,38.0,152.39,49.78,172.43804075667293,15.556079197535606,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,152.71,49.96,172.40918160005285,15.557583359892371,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,153.15,50.28,172.2944790177561,15.69845852305251,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,154.37,50.68,172.1261546076017,16.03925185287643,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,157.08,51.06,172.59430349811663,16.20729465395135,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,159.57,51.48,172.46693915066737,16.457508924500086,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,161.74,51.88,171.88523031371832,16.6824938183714,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,162.98,52.11,171.47816070858704,16.689454754425025,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,163.4,52.5,171.32822301068788,16.902958320956717,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,163.47,52.54,171.29474335191958,16.880414686849374,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,163.29,52.54,171.40334273286504,16.880414686849374,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,163.0,52.53,171.6073425002555,16.88813488813966,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,163.27,52.53,171.425310558272,16.88813488813966,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,164.37,52.58,170.7642617762862,16.85240635636347,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,165.32,52.59,170.1101925223765,16.84523374726513,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,166.07,52.61,169.54405061812108,16.832643880270265,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,166.74,52.59,169.01802389094485,16.84523374726513,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,167.16,52.61,168.6549566422523,16.829079000349367,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,167.43,52.6,168.40856599353847,16.836270370839262,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,167.77,52.63,168.10424474117244,16.812884939831118,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,168.62,52.65,167.4674762453892,16.80022321280286,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,169.52,52.63,166.799369303364,16.812884939831118,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,170.34,52.61,166.16432950546275,16.82670199415203,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,171.1,52.63,165.55618381685414,16.81050564379311,0.0
